polemon	πολεμῶν	πολεμέω	to make war, be at war, fight, quarrel	0
polemosi	πολεμῶσι	πολεμέω	to make war, be at war, fight, quarrel	0
poleuo	πολεύω	πολεύω	to turn or go about, wander about	0
polioio	πολιοῖο	πολιός	grey, grizzled, grizzly	0
politeia	πολιτεία	πολιτεία	the relation in which a citizen stands to the state, the con	1
politeuo	πολιτεύω	πολιτεύω	to live as a citizen or freeman, live in a free state	0
politika	πολιτικά	πολιτικά	state affairs, public matters, government	0
politike	πολιτική	πολιτική	the art of government, the science of politics	0
polios	πολιός	πολιός	grey, grizzled, grizzly	0
pollakis	πολλάκις	πολλάκις	often, many times	0
polu	πολύ	πολύ	much	0
polupous	πολύπους	πολύπους	many-footed	0
polus	πολύς	πολύς	many, a lot of	1
polutlas	πολύτλας	πολύτλας	much-suffering, much-enduring (epithet of Odysseus)	0
pompe	πομπή	πομπή	an escort	0
pompen	πομπήν	πομπή	an escort	0
pompilos	πομπίλος	πομπίλος	pilot fish (Naucrates ductor)	0
pompeus	πομπεύς	πομπεύς	attendant, escort, conductor, guide	0
pompon	πομπόν	πομπός	conductor, guide	0
pompos	πομπός	πομπός	conductor, guide	0
pompees	πομπῆες	πομπεύς	attendant, escort, conductor, guide	0
pompes	πομπῆς	πομπή	an escort	0
pomphos	πομφός	πομφός	blister on the skin	0
poneonto	πονέοντο	πονέω	to toil, labor, work	0
poneo	πονέω	πονέω	to toil, labor, work	0
poneis	πονεῖς	πονέω	to toil, labor, work	0
poneitai	πονεῖται	πονέω	to toil, labor, work	0
ponera	πονηρά	πονηρός	oppressed by toils	0
poneran	πονηράν	πονηρός	oppressed by toils	0
poneras	πονηράς	πονηρός	oppressed by toils	0
ponere	πονηρέ	πονηρός	oppressed by toils	0
ponereon	πονηρέων	πονηρός	oppressed by toils	0
poneren	πονηρήν	πονηρός	oppressed by toils	0
ponerai	πονηραί	πονηρός	oppressed by toils	0
ponerain	πονηραῖν	πονηρός	oppressed by toils	0
ponerais	πονηραῖς	πονηρός	oppressed by toils	0
poneroi	πονηροί	πονηρός	oppressed by toils	0
ponerous	πονηρούς	πονηρός	oppressed by toils	0
poneroin	πονηροῖν	πονηρός	oppressed by toils	0
ponerois	πονηροῖς	πονηρός	oppressed by toils	0
ponerou	πονηροῦ	πονηρός	oppressed by toils	0
poneron	πονηρόν	πονηρόν	an evil thing	0
poneros	πονηρός	πονηρός	oppressed by toils	0
ponero	πονηρώ	πονηρός	oppressed by toils	0
poneres	πονηρῆς	πονηρός	oppressed by toils	0
poneresi	πονηρῇσι	πονηρός	oppressed by toils	0
poneron	πονηρῶν	πονηρός	oppressed by toils	0
ponoien	πονοίην	πονέω	to toil, labor, work	0
ponoimi	πονοῖμι	πονέω	to toil, labor, work	0
ponoumai	πονοῦμαι	πονέω	to toil, labor, work	0
pones	πονῇς	πονέω	to toil, labor, work	0
pono	πονῶ	πονέω	to toil, labor, work	0
poppuzon	ποππύζων	ποππύζων	smacking one's lips, clucking	0
porizo	πορίζω	πορίζω	to bring about, provide, procure	0
poreia	πορεία	πορεία	mode of walking or running, gait	0
poreuei	πορεύει	πορεύω	to cause to go, carry, convey	0
poreuein	πορεύειν	πορεύω	to cause to go, carry, convey	0
poreueis	πορεύεις	πορεύω	to cause to go, carry, convey	0
poreuete	πορεύετε	πορεύω	to cause to go, carry, convey	0
poreuo	πορεύω	πορεύω	to cause to go, carry, convey	0
portheo	πορθέω	πορθέω	to try to destroy, to attack, besiege	0
porthein	πορθεῖν	πορθέω	to try to destroy, to attack, besiege	0
porthmos	πορθμός	πορθμός	strait, narrow sea, place crossed by a ferry	0
porneia	πορνεία	πορνεία	prostitution, whoring (provision of sex for money)	0
porneuo	πορνεύω	πορνεύω	to prostitute	0
porneion	πορνεῖον	πορνεῖον	a brothel, lupanar, whorehouse	0
pornikos	πορνικός	πορνικός	prostitutional	0
porsaino	πορσαίνω	πορσύνω	to prepare, provide	0
porsuno	πορσύνω	πορσύνω	to prepare, provide	0
porphura	πορφύρα	πορφύρα	purple-fish (Hexaplex trunculus)	0
porphuro	πορφύρω	πορφύρω	to heave, boil, surge up	0
posakis	ποσάκις	ποσάκις	how many times? how often?	0
posi	ποσί	πούς	foot	1
posin	ποσίν	πούς	foot	1
posinda	ποσίνδα	ποσίνδα	how many times?	0
possi	ποσσί	πούς	foot	1
possin	ποσσίν	πούς	foot	1
postos	ποστός	ποστός	holding a certain place in the ordinal series, “somethingth”	0
posos	ποσός	ποσός	a certain number, amount, or size of	0
posotes	ποσότης	ποσότης	quantity	0
posoteta	ποσότητα	ποσότης	quantity	0
pota	ποτά	ποτός	drinkable	0
pote	ποτέ	ποτέ	at some time	0
potera	ποτέρα	πότερος	which of the two?	0
poterais	ποτέραις	πότερος	which of the two?	0
poteran	ποτέραν	πότερος	which of the two?	0
poteras	ποτέρας	πότερος	which of the two?	0
poterois	ποτέροις	πότερος	which of the two?	0
poterou	ποτέρου	πότερος	which of the two?	0
poterous	ποτέρους	πότερος	which of the two?	0
poteron	ποτέρων	πότερος	which of the two?	0
potero	ποτέρῳ	πότερος	which of the two?	0
poter	ποτήρ	ποτήρ	drinking-cup	0
poterion	ποτήριον	ποτήριον	cup	0
potes	ποτής	ποτής	a drink	0
potizo	ποτίζω	ποτίζω	to give to drink	0
potamoio	ποταμοῖο	ποταμός	river, stream	0
potamos	ποταμός	ποταμός	river, stream	0
poteros	πότερος	πότερος	which of the two?	0
potoio	ποτοῖο	ποτός	drinkable	0
poton	ποτόν	ποτόν	drink	0
potos	ποτός	ποτός	drinkable	0
potetos	ποτῆτος	ποτής	a drink	0
pou	που	που	anywhere, somewhere	0
pou	πού	πού	anywhere, somewhere	0
pous	πούς	πούς	foot	1
poi	ποῖ	ποῖ	whither? whereto? where?	0
poiai	ποῖαι	ποῖος	of what kind?, of what nature?, which?, what?	0
poioi	ποῖοι	ποῖος	of what kind?, of what nature?, which?, what?	0
poios	ποῖος	ποῖος	of what kind?, of what nature?, which?, what?	0
pou	ποῦ	ποῦ	where?	0
pragmata	πράγματα	πρᾶγμα	deed, act, fact	1
praktor	πράκτωρ	πράκτωρ	executor, avenger	0
praxeis	πράξεις	πρᾶξις	act	1
praxeon	πράξεων	πρᾶξις	act	1
praxeos	πράξεως	πρᾶξις	act	1
praoin	πράοιν	πρᾶος	soft	0
praois	πράοις	πρᾶος	soft	0
praou	πράου	πρᾶος	soft	0
praous	πράους	πρᾶος	soft	0
prasinos	πράσινος	πράσινος	leek green, light green	1
prasion	πράσιον	πράσιον	white horehound (Marrubium vulgare)	0
prason	πράσον	πράσον	leek, Allium ampeloprasum (syn	0
prassein	πράσσειν	πράσσω	to do	0
prasso	πράσσω	πράσσω	to do	0
prao	πράω	πρᾶος	soft	0
praon	πράων	πρᾶος	soft	0
premnon	πρέμνον	πρέμνον	bottom of the trunk of a tree, stump	0
prepei	πρέπει	πρέπω	to be clearly seen, to be visible or conspicuous among a num	0
prepo	πρέπω	πρέπω	to be clearly seen, to be visible or conspicuous among a num	0
prepon	πρέπων	πρέπων	kind of fish	0
presba	πρέσβα	πρέσβυς	elderly, aged	0
presbus	πρέσβυς	πρέσβυς	elderly, aged	0
pretho	πρήθω	πρήθω	to burn	0
presso	πρήσσω	πράσσω	to do	0
priato	πρίατο	ὠνέομαι	to buy	0
prin	πρίν	πρίν	before	0
prininos	πρίνινος	πρίνινος	made of holm oak	0
prisma	πρίσμα	πρίσμα	anything sawn	0
pristis	πρίστις	πρίστις	Common sawfish (Pristis pristis, syn	0
prio	πρίω	πρίω	to saw	0
prion	πρίων	πρίων	saw	0
praea	πραέα	πρᾶος	soft	0
praesi	πραέσι	πρᾶος	soft	0
praesin	πραέσιν	πρᾶος	soft	0
praeon	πραέων	πρᾶος	soft	0
prauno	πραΰνω	πραΰνω	to make soft, mild, or gentle	0
praus	πραΰς	πρᾶος	soft	0
praeia	πραεία	πρᾶος	soft	0
praeiain	πραείαιν	πρᾶος	soft	0
praeiais	πραείαις	πρᾶος	soft	0
praeias	πραείας	πρᾶος	soft	0
praeion	πραειῶν	πρᾶος	soft	0
praeiai	πραεῖαι	πρᾶος	soft	0
praeian	πραεῖαν	πρᾶος	soft	0
praeis	πραεῖς	πρᾶος	soft	0
praknon	πρακνόν	πρακνόν	dark in colour	0
praktea	πρακτέα	πρακτέος	that must be done	0
prakteon	πρακτέον	πρακτέος	that must be done	0
prakteos	πρακτέος	πρακτέος	that must be done	0
pranes	πρανής	πρανής	prone, with the face downwards, lying on the front	0
prapis	πραπίς	πραπίς	midriff	0
prater	πρατήρ	πρατήρ	seller	0
praotes	πραότης	πραότης	gentleness	0
presbeia	πρεσβεία	πρεσβεία	embassy	0
presbeia	πρεσβείᾳ	πρέσβυς	elderly, aged	0
presbeuo	πρεσβεύω	πρεσβεύω	to be the elder or eldest	0
preus	πρηΰς	πρᾶος	soft	0
prester	πρηστήρ	πρηστήρ	a thunderstorm accompanied by lightning	0
prister	πριστήρ	πριστήρ	saw	0
proiapse	προΐαψε	προϊάπτω	to send forth or hurl away	0
proiei	προΐει	προΐημι	to send forth	0
proiemi	προΐημι	προΐημι	to send forth	0
proiskho	προΐσχω	προΐσχω	to hold before, hold out, hold before	0
proago	προάγω	προάγω	to lead forward, on, onward	0
proeeke	προέηκε	προΐημι	to send forth	0
proeeken	προέηκεν	προΐημι	to send forth	0
proekho	προέχω	προέχω	to be ahead	0
proix	προίξ	προίξ	a dowry	0
proballo	προβάλλω	προβάλλω	to throw or lay before, throw to	0
probatou	προβάτου	πρόβατον	cattle, flocks, herds	0
probato	προβάτῳ	πρόβατον	cattle, flocks, herds	0
probaino	προβαίνω	προβαίνω	to step on, step forward, advance	0
probole	προβολή	προβολή	a projection, prominence	0
progonou	προγόνου	πρόγονος	forefather, ancestor	0
progono	προγόνω	πρόγονος	forefather, ancestor	0
progonon	προγόνων	πρόγονος	forefather, ancestor	0
prodosia	προδοσία	προδοσία	treason, treachery	0
prodoton	προδοτῶν	προδότης	traitor, betrayer	0
prodomo	προδόμῳ	πρόδομος	entryway, forecourt, chamber at the front of a house	0
prodota	προδότα	προδότης	traitor, betrayer	0
prodotai	προδόται	προδότης	traitor, betrayer	0
prodotas	προδότας	προδότης	traitor, betrayer	0
prodoten	προδότην	προδότης	traitor, betrayer	0
prodotes	προδότης	προδότης	traitor, betrayer	0
prodotou	προδότου	προδότης	traitor, betrayer	0
prodote	προδότῃ	προδότης	traitor, betrayer	0
proereo	προερέω	προερέω	to tell or state before	0
proeron	προερῶν	προερέω	to tell or state before	0
